"statistic","country","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Germany",2017,"30.05.",2017-05-30,2534,"e"
"Statistik der Sterbefälle","Germany",2017,"31.05.",2017-05-31,2492,"e"
"Statistik der Sterbefälle","Germany",2017,"01.06.",2017-06-01,2326,"e"
"Statistik der Sterbefälle","Germany",2017,"02.06.",2017-06-02,2368,"e"
"Statistik der Sterbefälle","Germany",2017,"03.06.",2017-06-03,2306,"e"
"Statistik der Sterbefälle","Germany",2017,"04.06.",2017-06-04,2221,"e"
"Statistik der Sterbefälle","Germany",2017,"05.06.",2017-06-05,2137,"e"
"Statistik der Sterbefälle","Germany",2017,"06.06.",2017-06-06,2324,"e"
"Statistik der Sterbefälle","Germany",2017,"07.06.",2017-06-07,2273,"e"
"Statistik der Sterbefälle","Germany",2017,"08.06.",2017-06-08,2260,"e"
"Statistik der Sterbefälle","Germany",2017,"09.06.",2017-06-09,2385,"e"
"Statistik der Sterbefälle","Germany",2017,"10.06.",2017-06-10,2261,"e"
"Statistik der Sterbefälle","Germany",2017,"11.06.",2017-06-11,2206,"e"
"Statistik der Sterbefälle","Germany",2017,"12.06.",2017-06-12,2407,"e"
"Statistik der Sterbefälle","Germany",2017,"13.06.",2017-06-13,2302,"e"
"Statistik der Sterbefälle","Germany",2017,"14.06.",2017-06-14,2247,"e"
"Statistik der Sterbefälle","Germany",2017,"15.06.",2017-06-15,2394,"e"
"Statistik der Sterbefälle","Germany",2017,"16.06.",2017-06-16,2302,"e"
"Statistik der Sterbefälle","Germany",2017,"17.06.",2017-06-17,2171,"e"
"Statistik der Sterbefälle","Germany",2017,"18.06.",2017-06-18,2264,"e"
"Statistik der Sterbefälle","Germany",2017,"19.06.",2017-06-19,2335,"e"
"Statistik der Sterbefälle","Germany",2017,"20.06.",2017-06-20,2470,"e"
"Statistik der Sterbefälle","Germany",2017,"21.06.",2017-06-21,2342,"e"
"Statistik der Sterbefälle","Germany",2017,"22.06.",2017-06-22,2545,"e"
"Statistik der Sterbefälle","Germany",2017,"23.06.",2017-06-23,2551,"e"
"Statistik der Sterbefälle","Germany",2017,"24.06.",2017-06-24,2316,"e"
"Statistik der Sterbefälle","Germany",2017,"25.06.",2017-06-25,2260,"e"
"Statistik der Sterbefälle","Germany",2017,"26.06.",2017-06-26,2361,"e"
"Statistik der Sterbefälle","Germany",2017,"27.06.",2017-06-27,2281,"e"
"Statistik der Sterbefälle","Germany",2017,"28.06.",2017-06-28,2392,"e"
"Statistik der Sterbefälle","Germany",2017,"29.06.",2017-06-29,2355,"e"
"Statistik der Sterbefälle","Germany",2017,"30.06.",2017-06-30,2282,"e"
"Statistik der Sterbefälle","Germany",2017,"01.07.",2017-07-01,2218,"e"
"Statistik der Sterbefälle","Germany",2017,"02.07.",2017-07-02,2187,"e"
"Statistik der Sterbefälle","Germany",2017,"03.07.",2017-07-03,2309,"e"
"Statistik der Sterbefälle","Germany",2017,"04.07.",2017-07-04,2223,"e"
"Statistik der Sterbefälle","Germany",2017,"05.07.",2017-07-05,2366,"e"
"Statistik der Sterbefälle","Germany",2017,"06.07.",2017-07-06,2345,"e"
"Statistik der Sterbefälle","Germany",2017,"07.07.",2017-07-07,2523,"e"
"Statistik der Sterbefälle","Germany",2017,"08.07.",2017-07-08,2395,"e"
"Statistik der Sterbefälle","Germany",2017,"09.07.",2017-07-09,2263,"e"
"Statistik der Sterbefälle","Germany",2017,"10.07.",2017-07-10,2342,"e"
