"statistic","country","year","week","age","sex","deaths","quality"
"Statistik der Sterbefälle","Germany",2000,13,"80-84","Female","1223","e"
"Statistik der Sterbefälle","Germany",2000,13,"85-89","Male","898","e"
"Statistik der Sterbefälle","Germany",2000,13,"85-89","Female","1973","e"
"Statistik der Sterbefälle","Germany",2000,13,"90-94","Male","419","e"
"Statistik der Sterbefälle","Germany",2000,13,"90-94","Female","1300","e"
"Statistik der Sterbefälle","Germany",2000,13,"95+","Male","102","e"
"Statistik der Sterbefälle","Germany",2000,13,"95+","Female","404","e"
"Statistik der Sterbefälle","Germany",2000,14,"0-29","Male","150","e"
"Statistik der Sterbefälle","Germany",2000,14,"0-29","Female","95","e"
"Statistik der Sterbefälle","Germany",2000,14,"30-34","Male","66","e"
"Statistik der Sterbefälle","Germany",2000,14,"30-34","Female","24","e"
"Statistik der Sterbefälle","Germany",2000,14,"35-39","Male","95","e"
"Statistik der Sterbefälle","Germany",2000,14,"35-39","Female","50","e"
"Statistik der Sterbefälle","Germany",2000,14,"40-44","Male","142","e"
"Statistik der Sterbefälle","Germany",2000,14,"40-44","Female","88","e"
"Statistik der Sterbefälle","Germany",2000,14,"45-49","Male","230","e"
"Statistik der Sterbefälle","Germany",2000,14,"45-49","Female","116","e"
"Statistik der Sterbefälle","Germany",2000,14,"50-54","Male","274","e"
"Statistik der Sterbefälle","Germany",2000,14,"50-54","Female","133","e"
"Statistik der Sterbefälle","Germany",2000,14,"55-59","Male","467","e"
"Statistik der Sterbefälle","Germany",2000,14,"55-59","Female","217","e"
"Statistik der Sterbefälle","Germany",2000,14,"60-64","Male","734","e"
"Statistik der Sterbefälle","Germany",2000,14,"60-64","Female","380","e"
"Statistik der Sterbefälle","Germany",2000,14,"65-69","Male","912","e"
"Statistik der Sterbefälle","Germany",2000,14,"65-69","Female","485","e"
"Statistik der Sterbefälle","Germany",2000,14,"70-74","Male","1046","e"
"Statistik der Sterbefälle","Germany",2000,14,"70-74","Female","776","e"
"Statistik der Sterbefälle","Germany",2000,14,"75-79","Male","1076","e"
"Statistik der Sterbefälle","Germany",2000,14,"75-79","Female","1312","e"
"Statistik der Sterbefälle","Germany",2000,14,"80-84","Male","739","e"
"Statistik der Sterbefälle","Germany",2000,14,"80-84","Female","1206","e"
"Statistik der Sterbefälle","Germany",2000,14,"85-89","Male","882","e"
"Statistik der Sterbefälle","Germany",2000,14,"85-89","Female","2030","e"
"Statistik der Sterbefälle","Germany",2000,14,"90-94","Male","407","e"
"Statistik der Sterbefälle","Germany",2000,14,"90-94","Female","1263","e"
"Statistik der Sterbefälle","Germany",2000,14,"95+","Male","102","e"
"Statistik der Sterbefälle","Germany",2000,14,"95+","Female","418","e"
"Statistik der Sterbefälle","Germany",2000,15,"0-29","Male","187","e"
"Statistik der Sterbefälle","Germany",2000,15,"0-29","Female","85","e"
"Statistik der Sterbefälle","Germany",2000,15,"30-34","Male","56","e"
"Statistik der Sterbefälle","Germany",2000,15,"30-34","Female","32","e"
"Statistik der Sterbefälle","Germany",2000,15,"35-39","Male","89","e"
"Statistik der Sterbefälle","Germany",2000,15,"35-39","Female","48","e"
"Statistik der Sterbefälle","Germany",2000,15,"40-44","Male","146","e"
"Statistik der Sterbefälle","Germany",2000,15,"40-44","Female","74","e"
"Statistik der Sterbefälle","Germany",2000,15,"45-49","Male","229","e"
"Statistik der Sterbefälle","Germany",2000,15,"45-49","Female","149","e"
"Statistik der Sterbefälle","Germany",2000,15,"50-54","Male","281","e"
"Statistik der Sterbefälle","Germany",2000,15,"50-54","Female","135","e"
"Statistik der Sterbefälle","Germany",2000,15,"55-59","Male","463","e"
"Statistik der Sterbefälle","Germany",2000,15,"55-59","Female","205","e"
"Statistik der Sterbefälle","Germany",2000,15,"60-64","Male","796","e"
"Statistik der Sterbefälle","Germany",2000,15,"60-64","Female","384","e"
"Statistik der Sterbefälle","Germany",2000,15,"65-69","Male","918","e"
"Statistik der Sterbefälle","Germany",2000,15,"65-69","Female","481","e"
"Statistik der Sterbefälle","Germany",2000,15,"70-74","Male","1079","e"
"Statistik der Sterbefälle","Germany",2000,15,"70-74","Female","816","e"
"Statistik der Sterbefälle","Germany",2000,15,"75-79","Male","1092","e"
"Statistik der Sterbefälle","Germany",2000,15,"75-79","Female","1330","e"
"Statistik der Sterbefälle","Germany",2000,15,"80-84","Male","706","e"
"Statistik der Sterbefälle","Germany",2000,15,"80-84","Female","1185","e"
"Statistik der Sterbefälle","Germany",2000,15,"85-89","Male","856","e"
"Statistik der Sterbefälle","Germany",2000,15,"85-89","Female","1980","e"
"Statistik der Sterbefälle","Germany",2000,15,"90-94","Male","414","e"
"Statistik der Sterbefälle","Germany",2000,15,"90-94","Female","1277","e"
"Statistik der Sterbefälle","Germany",2000,15,"95+","Male","96","e"
"Statistik der Sterbefälle","Germany",2000,15,"95+","Female","408","e"
"Statistik der Sterbefälle","Germany",2000,16,"0-29","Male","166","e"
"Statistik der Sterbefälle","Germany",2000,16,"0-29","Female","81","e"
"Statistik der Sterbefälle","Germany",2000,16,"30-34","Male","65","e"
"Statistik der Sterbefälle","Germany",2000,16,"30-34","Female","25","e"
"Statistik der Sterbefälle","Germany",2000,16,"35-39","Male","101","e"
"Statistik der Sterbefälle","Germany",2000,16,"35-39","Female","46","e"
"Statistik der Sterbefälle","Germany",2000,16,"40-44","Male","167","e"
"Statistik der Sterbefälle","Germany",2000,16,"40-44","Female","64","e"
"Statistik der Sterbefälle","Germany",2000,16,"45-49","Male","211","e"
"Statistik der Sterbefälle","Germany",2000,16,"45-49","Female","103","e"
"Statistik der Sterbefälle","Germany",2000,16,"50-54","Male","260","e"
"Statistik der Sterbefälle","Germany",2000,16,"50-54","Female","141","e"
"Statistik der Sterbefälle","Germany",2000,16,"55-59","Male","514","e"
"Statistik der Sterbefälle","Germany",2000,16,"55-59","Female","225","e"
"Statistik der Sterbefälle","Germany",2000,16,"60-64","Male","828","e"
"Statistik der Sterbefälle","Germany",2000,16,"60-64","Female","338","e"
"Statistik der Sterbefälle","Germany",2000,16,"65-69","Male","884","e"
"Statistik der Sterbefälle","Germany",2000,16,"65-69","Female","477","e"
"Statistik der Sterbefälle","Germany",2000,16,"70-74","Male","1086","e"
"Statistik der Sterbefälle","Germany",2000,16,"70-74","Female","776","e"
"Statistik der Sterbefälle","Germany",2000,16,"75-79","Male","1152","e"
"Statistik der Sterbefälle","Germany",2000,16,"75-79","Female","1302","e"
"Statistik der Sterbefälle","Germany",2000,16,"80-84","Male","759","e"
"Statistik der Sterbefälle","Germany",2000,16,"80-84","Female","1251","e"
"Statistik der Sterbefälle","Germany",2000,16,"85-89","Male","892","e"
"Statistik der Sterbefälle","Germany",2000,16,"85-89","Female","1984","e"
"Statistik der Sterbefälle","Germany",2000,16,"90-94","Male","369","e"
"Statistik der Sterbefälle","Germany",2000,16,"90-94","Female","1305","e"
"Statistik der Sterbefälle","Germany",2000,16,"95+","Male","84","e"
"Statistik der Sterbefälle","Germany",2000,16,"95+","Female","426","e"
"Statistik der Sterbefälle","Germany",2000,17,"0-29","Male","185","e"
"Statistik der Sterbefälle","Germany",2000,17,"0-29","Female","95","e"
"Statistik der Sterbefälle","Germany",2000,17,"30-34","Male","75","e"
"Statistik der Sterbefälle","Germany",2000,17,"30-34","Female","30","e"
"Statistik der Sterbefälle","Germany",2000,17,"35-39","Male","87","e"
"Statistik der Sterbefälle","Germany",2000,17,"35-39","Female","46","e"
"Statistik der Sterbefälle","Germany",2000,17,"40-44","Male","120","e"
"Statistik der Sterbefälle","Germany",2000,17,"40-44","Female","69","e"
"Statistik der Sterbefälle","Germany",2000,17,"45-49","Male","211","e"
"Statistik der Sterbefälle","Germany",2000,17,"45-49","Female","102","e"
"Statistik der Sterbefälle","Germany",2000,17,"50-54","Male","262","e"
"Statistik der Sterbefälle","Germany",2000,17,"50-54","Female","124","e"
"Statistik der Sterbefälle","Germany",2000,17,"55-59","Male","458","e"
"Statistik der Sterbefälle","Germany",2000,17,"55-59","Female","227","e"
"Statistik der Sterbefälle","Germany",2000,17,"60-64","Male","700","e"
"Statistik der Sterbefälle","Germany",2000,17,"60-64","Female","368","e"
"Statistik der Sterbefälle","Germany",2000,17,"65-69","Male","885","e"
"Statistik der Sterbefälle","Germany",2000,17,"65-69","Female","467","e"
"Statistik der Sterbefälle","Germany",2000,17,"70-74","Male","1080","e"
"Statistik der Sterbefälle","Germany",2000,17,"70-74","Female","754","e"
"Statistik der Sterbefälle","Germany",2000,17,"75-79","Male","1063","e"
"Statistik der Sterbefälle","Germany",2000,17,"75-79","Female","1273","e"
"Statistik der Sterbefälle","Germany",2000,17,"80-84","Male","741","e"
"Statistik der Sterbefälle","Germany",2000,17,"80-84","Female","1163","e"
"Statistik der Sterbefälle","Germany",2000,17,"85-89","Male","870","e"
"Statistik der Sterbefälle","Germany",2000,17,"85-89","Female","2052","e"
"Statistik der Sterbefälle","Germany",2000,17,"90-94","Male","411","e"
"Statistik der Sterbefälle","Germany",2000,17,"90-94","Female","1182","e"
"Statistik der Sterbefälle","Germany",2000,17,"95+","Male","92","e"
"Statistik der Sterbefälle","Germany",2000,17,"95+","Female","426","e"
"Statistik der Sterbefälle","Germany",2000,18,"0-29","Male","189","e"
"Statistik der Sterbefälle","Germany",2000,18,"0-29","Female","90","e"
"Statistik der Sterbefälle","Germany",2000,18,"30-34","Male","71","e"
"Statistik der Sterbefälle","Germany",2000,18,"30-34","Female","27","e"
"Statistik der Sterbefälle","Germany",2000,18,"35-39","Male","112","e"
"Statistik der Sterbefälle","Germany",2000,18,"35-39","Female","56","e"
"Statistik der Sterbefälle","Germany",2000,18,"40-44","Male","146","e"
"Statistik der Sterbefälle","Germany",2000,18,"40-44","Female","73","e"
"Statistik der Sterbefälle","Germany",2000,18,"45-49","Male","236","e"
"Statistik der Sterbefälle","Germany",2000,18,"45-49","Female","90","e"
"Statistik der Sterbefälle","Germany",2000,18,"50-54","Male","271","e"
"Statistik der Sterbefälle","Germany",2000,18,"50-54","Female","122","e"
"Statistik der Sterbefälle","Germany",2000,18,"55-59","Male","472","e"
"Statistik der Sterbefälle","Germany",2000,18,"55-59","Female","213","e"
"Statistik der Sterbefälle","Germany",2000,18,"60-64","Male","752","e"
"Statistik der Sterbefälle","Germany",2000,18,"60-64","Female","317","e"
"Statistik der Sterbefälle","Germany",2000,18,"65-69","Male","851","e"
"Statistik der Sterbefälle","Germany",2000,18,"65-69","Female","442","e"
"Statistik der Sterbefälle","Germany",2000,18,"70-74","Male","985","e"
"Statistik der Sterbefälle","Germany",2000,18,"70-74","Female","704","e"
"Statistik der Sterbefälle","Germany",2000,18,"75-79","Male","1085","e"
"Statistik der Sterbefälle","Germany",2000,18,"75-79","Female","1262","e"
"Statistik der Sterbefälle","Germany",2000,18,"80-84","Male","675","e"
"Statistik der Sterbefälle","Germany",2000,18,"80-84","Female","1170","e"
"Statistik der Sterbefälle","Germany",2000,18,"85-89","Male","831","e"
"Statistik der Sterbefälle","Germany",2000,18,"85-89","Female","1885","e"
"Statistik der Sterbefälle","Germany",2000,18,"90-94","Male","351","e"
"Statistik der Sterbefälle","Germany",2000,18,"90-94","Female","1205","e"
"Statistik der Sterbefälle","Germany",2000,18,"95+","Male","84","e"
"Statistik der Sterbefälle","Germany",2000,18,"95+","Female","375","e"
"Statistik der Sterbefälle","Germany",2000,19,"0-29","Male","168","e"
"Statistik der Sterbefälle","Germany",2000,19,"0-29","Female","83","e"
"Statistik der Sterbefälle","Germany",2000,19,"30-34","Male","77","e"
"Statistik der Sterbefälle","Germany",2000,19,"30-34","Female","32","e"
"Statistik der Sterbefälle","Germany",2000,19,"35-39","Male","103","e"
"Statistik der Sterbefälle","Germany",2000,19,"35-39","Female","68","e"
"Statistik der Sterbefälle","Germany",2000,19,"40-44","Male","160","e"
"Statistik der Sterbefälle","Germany",2000,19,"40-44","Female","68","e"
"Statistik der Sterbefälle","Germany",2000,19,"45-49","Male","230","e"
"Statistik der Sterbefälle","Germany",2000,19,"45-49","Female","97","e"
"Statistik der Sterbefälle","Germany",2000,19,"50-54","Male","272","e"
"Statistik der Sterbefälle","Germany",2000,19,"50-54","Female","147","e"
"Statistik der Sterbefälle","Germany",2000,19,"55-59","Male","434","e"
"Statistik der Sterbefälle","Germany",2000,19,"55-59","Female","221","e"
"Statistik der Sterbefälle","Germany",2000,19,"60-64","Male","743","e"
"Statistik der Sterbefälle","Germany",2000,19,"60-64","Female","358","e"
"Statistik der Sterbefälle","Germany",2000,19,"65-69","Male","870","e"
"Statistik der Sterbefälle","Germany",2000,19,"65-69","Female","448","e"
"Statistik der Sterbefälle","Germany",2000,19,"70-74","Male","1068","e"
"Statistik der Sterbefälle","Germany",2000,19,"70-74","Female","766","e"
"Statistik der Sterbefälle","Germany",2000,19,"75-79","Male","1039","e"
"Statistik der Sterbefälle","Germany",2000,19,"75-79","Female","1221","e"
"Statistik der Sterbefälle","Germany",2000,19,"80-84","Male","712","e"
"Statistik der Sterbefälle","Germany",2000,19,"80-84","Female","1188","e"
"Statistik der Sterbefälle","Germany",2000,19,"85-89","Male","822","e"
"Statistik der Sterbefälle","Germany",2000,19,"85-89","Female","1932","e"
"Statistik der Sterbefälle","Germany",2000,19,"90-94","Male","364","e"
"Statistik der Sterbefälle","Germany",2000,19,"90-94","Female","1227","e"
"Statistik der Sterbefälle","Germany",2000,19,"95+","Male","79","e"
"Statistik der Sterbefälle","Germany",2000,19,"95+","Female","387","e"
"Statistik der Sterbefälle","Germany",2000,20,"0-29","Male","172","e"
"Statistik der Sterbefälle","Germany",2000,20,"0-29","Female","89","e"
"Statistik der Sterbefälle","Germany",2000,20,"30-34","Male","66","e"
"Statistik der Sterbefälle","Germany",2000,20,"30-34","Female","34","e"
"Statistik der Sterbefälle","Germany",2000,20,"35-39","Male","106","e"
"Statistik der Sterbefälle","Germany",2000,20,"35-39","Female","56","e"
"Statistik der Sterbefälle","Germany",2000,20,"40-44","Male","168","e"
"Statistik der Sterbefälle","Germany",2000,20,"40-44","Female","69","e"
"Statistik der Sterbefälle","Germany",2000,20,"45-49","Male","255","e"
"Statistik der Sterbefälle","Germany",2000,20,"45-49","Female","108","e"
"Statistik der Sterbefälle","Germany",2000,20,"50-54","Male","269","e"
"Statistik der Sterbefälle","Germany",2000,20,"50-54","Female","150","e"
"Statistik der Sterbefälle","Germany",2000,20,"55-59","Male","457","e"
"Statistik der Sterbefälle","Germany",2000,20,"55-59","Female","201","e"
"Statistik der Sterbefälle","Germany",2000,20,"60-64","Male","801","e"
"Statistik der Sterbefälle","Germany",2000,20,"60-64","Female","342","e"
"Statistik der Sterbefälle","Germany",2000,20,"65-69","Male","880","e"
"Statistik der Sterbefälle","Germany",2000,20,"65-69","Female","463","e"
"Statistik der Sterbefälle","Germany",2000,20,"70-74","Male","1057","e"
"Statistik der Sterbefälle","Germany",2000,20,"70-74","Female","797","e"
"Statistik der Sterbefälle","Germany",2000,20,"75-79","Male","1026","e"
"Statistik der Sterbefälle","Germany",2000,20,"75-79","Female","1233","e"
"Statistik der Sterbefälle","Germany",2000,20,"80-84","Male","645","e"
"Statistik der Sterbefälle","Germany",2000,20,"80-84","Female","1143","e"
"Statistik der Sterbefälle","Germany",2000,20,"85-89","Male","802","e"
"Statistik der Sterbefälle","Germany",2000,20,"85-89","Female","1841","e"
"Statistik der Sterbefälle","Germany",2000,20,"90-94","Male","379","e"
"Statistik der Sterbefälle","Germany",2000,20,"90-94","Female","1212","e"
"Statistik der Sterbefälle","Germany",2000,20,"95+","Male","83","e"
"Statistik der Sterbefälle","Germany",2000,20,"95+","Female","407","e"
"Statistik der Sterbefälle","Germany",2000,21,"0-29","Male","156","e"
"Statistik der Sterbefälle","Germany",2000,21,"0-29","Female","80","e"
"Statistik der Sterbefälle","Germany",2000,21,"30-34","Male","65","e"
"Statistik der Sterbefälle","Germany",2000,21,"30-34","Female","33","e"
"Statistik der Sterbefälle","Germany",2000,21,"35-39","Male","88","e"
"Statistik der Sterbefälle","Germany",2000,21,"35-39","Female","46","e"
"Statistik der Sterbefälle","Germany",2000,21,"40-44","Male","134","e"
"Statistik der Sterbefälle","Germany",2000,21,"40-44","Female","71","e"
"Statistik der Sterbefälle","Germany",2000,21,"45-49","Male","205","e"
"Statistik der Sterbefälle","Germany",2000,21,"45-49","Female","101","e"
"Statistik der Sterbefälle","Germany",2000,21,"50-54","Male","257","e"
"Statistik der Sterbefälle","Germany",2000,21,"50-54","Female","115","e"
"Statistik der Sterbefälle","Germany",2000,21,"55-59","Male","436","e"
