"statistics","state","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"24.10.",2000-10-24,104,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"25.10.",2000-10-25,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"26.10.",2000-10-26,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"27.10.",2000-10-27,67,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"28.10.",2000-10-28,70,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"29.10.",2000-10-29,85,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"30.10.",2000-10-30,69,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"31.10.",2000-10-31,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"01.11.",2000-11-01,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"02.11.",2000-11-02,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"03.11.",2000-11-03,101,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"04.11.",2000-11-04,91,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"05.11.",2000-11-05,66,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"06.11.",2000-11-06,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"07.11.",2000-11-07,72,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"08.11.",2000-11-08,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"09.11.",2000-11-09,65,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"10.11.",2000-11-10,80,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"11.11.",2000-11-11,74,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"12.11.",2000-11-12,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"13.11.",2000-11-13,100,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"14.11.",2000-11-14,61,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"15.11.",2000-11-15,69,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"16.11.",2000-11-16,90,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"17.11.",2000-11-17,75,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"18.11.",2000-11-18,85,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"19.11.",2000-11-19,80,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"20.11.",2000-11-20,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"21.11.",2000-11-21,72,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"22.11.",2000-11-22,66,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"23.11.",2000-11-23,74,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"24.11.",2000-11-24,65,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"25.11.",2000-11-25,80,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"26.11.",2000-11-26,74,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"27.11.",2000-11-27,83,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"28.11.",2000-11-28,89,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"29.11.",2000-11-29,88,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"30.11.",2000-11-30,75,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"01.12.",2000-12-01,90,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"02.12.",2000-12-02,84,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"03.12.",2000-12-03,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"04.12.",2000-12-04,73,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"05.12.",2000-12-05,72,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"06.12.",2000-12-06,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"07.12.",2000-12-07,100,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"08.12.",2000-12-08,87,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"09.12.",2000-12-09,72,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"10.12.",2000-12-10,88,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"11.12.",2000-12-11,84,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"12.12.",2000-12-12,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"13.12.",2000-12-13,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"14.12.",2000-12-14,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"15.12.",2000-12-15,103,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"16.12.",2000-12-16,78,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"17.12.",2000-12-17,97,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"18.12.",2000-12-18,99,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"19.12.",2000-12-19,71,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"20.12.",2000-12-20,96,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"21.12.",2000-12-21,81,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"22.12.",2000-12-22,95,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"23.12.",2000-12-23,84,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"24.12.",2000-12-24,82,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"25.12.",2000-12-25,74,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"26.12.",2000-12-26,79,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"27.12.",2000-12-27,90,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"28.12.",2000-12-28,104,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"29.12.",2000-12-29,86,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"30.12.",2000-12-30,93,"e"
"Statistik der Sterbefälle","Schleswig-Holstein",2000,"31.12.",2000-12-31,113,"e"
"Statistik der Sterbefälle","Hamburg",2000,"01.01.",2000-01-01,42,"e"
"Statistik der Sterbefälle","Hamburg",2000,"02.01.",2000-01-02,55,"e"
"Statistik der Sterbefälle","Hamburg",2000,"03.01.",2000-01-03,55,"e"
"Statistik der Sterbefälle","Hamburg",2000,"04.01.",2000-01-04,51,"e"
"Statistik der Sterbefälle","Hamburg",2000,"05.01.",2000-01-05,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"06.01.",2000-01-06,48,"e"
"Statistik der Sterbefälle","Hamburg",2000,"07.01.",2000-01-07,60,"e"
"Statistik der Sterbefälle","Hamburg",2000,"08.01.",2000-01-08,38,"e"
"Statistik der Sterbefälle","Hamburg",2000,"09.01.",2000-01-09,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"10.01.",2000-01-10,57,"e"
"Statistik der Sterbefälle","Hamburg",2000,"11.01.",2000-01-11,64,"e"
"Statistik der Sterbefälle","Hamburg",2000,"12.01.",2000-01-12,44,"e"
"Statistik der Sterbefälle","Hamburg",2000,"13.01.",2000-01-13,55,"e"
"Statistik der Sterbefälle","Hamburg",2000,"14.01.",2000-01-14,55,"e"
"Statistik der Sterbefälle","Hamburg",2000,"15.01.",2000-01-15,45,"e"
"Statistik der Sterbefälle","Hamburg",2000,"16.01.",2000-01-16,60,"e"
"Statistik der Sterbefälle","Hamburg",2000,"17.01.",2000-01-17,57,"e"
"Statistik der Sterbefälle","Hamburg",2000,"18.01.",2000-01-18,50,"e"
"Statistik der Sterbefälle","Hamburg",2000,"19.01.",2000-01-19,40,"e"
"Statistik der Sterbefälle","Hamburg",2000,"20.01.",2000-01-20,55,"e"
"Statistik der Sterbefälle","Hamburg",2000,"21.01.",2000-01-21,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"22.01.",2000-01-22,71,"e"
"Statistik der Sterbefälle","Hamburg",2000,"23.01.",2000-01-23,66,"e"
"Statistik der Sterbefälle","Hamburg",2000,"24.01.",2000-01-24,61,"e"
"Statistik der Sterbefälle","Hamburg",2000,"25.01.",2000-01-25,52,"e"
"Statistik der Sterbefälle","Hamburg",2000,"26.01.",2000-01-26,50,"e"
"Statistik der Sterbefälle","Hamburg",2000,"27.01.",2000-01-27,58,"e"
"Statistik der Sterbefälle","Hamburg",2000,"28.01.",2000-01-28,60,"e"
"Statistik der Sterbefälle","Hamburg",2000,"29.01.",2000-01-29,65,"e"
"Statistik der Sterbefälle","Hamburg",2000,"30.01.",2000-01-30,57,"e"
"Statistik der Sterbefälle","Hamburg",2000,"31.01.",2000-01-31,83,"e"
"Statistik der Sterbefälle","Hamburg",2000,"01.02.",2000-02-01,59,"e"
"Statistik der Sterbefälle","Hamburg",2000,"02.02.",2000-02-02,67,"e"
"Statistik der Sterbefälle","Hamburg",2000,"03.02.",2000-02-03,64,"e"
"Statistik der Sterbefälle","Hamburg",2000,"04.02.",2000-02-04,67,"e"
"Statistik der Sterbefälle","Hamburg",2000,"05.02.",2000-02-05,75,"e"
"Statistik der Sterbefälle","Hamburg",2000,"06.02.",2000-02-06,63,"e"
"Statistik der Sterbefälle","Hamburg",2000,"07.02.",2000-02-07,71,"e"
"Statistik der Sterbefälle","Hamburg",2000,"08.02.",2000-02-08,61,"e"
"Statistik der Sterbefälle","Hamburg",2000,"09.02.",2000-02-09,54,"e"
"Statistik der Sterbefälle","Hamburg",2000,"10.02.",2000-02-10,52,"e"
"Statistik der Sterbefälle","Hamburg",2000,"11.02.",2000-02-11,70,"e"
"Statistik der Sterbefälle","Hamburg",2000,"12.02.",2000-02-12,46,"e"
"Statistik der Sterbefälle","Hamburg",2000,"13.02.",2000-02-13,47,"e"
"Statistik der Sterbefälle","Hamburg",2000,"14.02.",2000-02-14,47,"e"
"Statistik der Sterbefälle","Hamburg",2000,"15.02.",2000-02-15,56,"e"
"Statistik der Sterbefälle","Hamburg",2000,"16.02.",2000-02-16,70,"e"
"Statistik der Sterbefälle","Hamburg",2000,"17.02.",2000-02-17,65,"e"
"Statistik der Sterbefälle","Hamburg",2000,"18.02.",2000-02-18,45,"e"
"Statistik der Sterbefälle","Hamburg",2000,"19.02.",2000-02-19,55,"e"
"Statistik der Sterbefälle","Hamburg",2000,"20.02.",2000-02-20,44,"e"
"Statistik der Sterbefälle","Hamburg",2000,"21.02.",2000-02-21,46,"e"
"Statistik der Sterbefälle","Hamburg",2000,"22.02.",2000-02-22,50,"e"
"Statistik der Sterbefälle","Hamburg",2000,"23.02.",2000-02-23,64,"e"
"Statistik der Sterbefälle","Hamburg",2000,"24.02.",2000-02-24,58,"e"
"Statistik der Sterbefälle","Hamburg",2000,"25.02.",2000-02-25,60,"e"
"Statistik der Sterbefälle","Hamburg",2000,"26.02.",2000-02-26,49,"e"
"Statistik der Sterbefälle","Hamburg",2000,"27.02.",2000-02-27,63,"e"
"Statistik der Sterbefälle","Hamburg",2000,"28.02.",2000-02-28,47,"e"
"Statistik der Sterbefälle","Hamburg",2000,"29.02.",2000-02-29,69,"e"
"Statistik der Sterbefälle","Hamburg",2000,"01.03.",2000-03-01,62,"e"
"Statistik der Sterbefälle","Hamburg",2000,"02.03.",2000-03-02,52,"e"
"Statistik der Sterbefälle","Hamburg",2000,"03.03.",2000-03-03,60,"e"
"Statistik der Sterbefälle","Hamburg",2000,"04.03.",2000-03-04,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"05.03.",2000-03-05,45,"e"
"Statistik der Sterbefälle","Hamburg",2000,"06.03.",2000-03-06,69,"e"
"Statistik der Sterbefälle","Hamburg",2000,"07.03.",2000-03-07,57,"e"
"Statistik der Sterbefälle","Hamburg",2000,"08.03.",2000-03-08,52,"e"
"Statistik der Sterbefälle","Hamburg",2000,"09.03.",2000-03-09,58,"e"
"Statistik der Sterbefälle","Hamburg",2000,"10.03.",2000-03-10,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"11.03.",2000-03-11,58,"e"
"Statistik der Sterbefälle","Hamburg",2000,"12.03.",2000-03-12,58,"e"
"Statistik der Sterbefälle","Hamburg",2000,"13.03.",2000-03-13,63,"e"
"Statistik der Sterbefälle","Hamburg",2000,"14.03.",2000-03-14,40,"e"
"Statistik der Sterbefälle","Hamburg",2000,"15.03.",2000-03-15,59,"e"
"Statistik der Sterbefälle","Hamburg",2000,"16.03.",2000-03-16,46,"e"
"Statistik der Sterbefälle","Hamburg",2000,"17.03.",2000-03-17,41,"e"
"Statistik der Sterbefälle","Hamburg",2000,"18.03.",2000-03-18,54,"e"
"Statistik der Sterbefälle","Hamburg",2000,"19.03.",2000-03-19,29,"e"
"Statistik der Sterbefälle","Hamburg",2000,"20.03.",2000-03-20,38,"e"
"Statistik der Sterbefälle","Hamburg",2000,"21.03.",2000-03-21,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"22.03.",2000-03-22,48,"e"
"Statistik der Sterbefälle","Hamburg",2000,"23.03.",2000-03-23,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"24.03.",2000-03-24,50,"e"
"Statistik der Sterbefälle","Hamburg",2000,"25.03.",2000-03-25,49,"e"
"Statistik der Sterbefälle","Hamburg",2000,"26.03.",2000-03-26,50,"e"
"Statistik der Sterbefälle","Hamburg",2000,"27.03.",2000-03-27,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"28.03.",2000-03-28,47,"e"
"Statistik der Sterbefälle","Hamburg",2000,"29.03.",2000-03-29,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"30.03.",2000-03-30,47,"e"
"Statistik der Sterbefälle","Hamburg",2000,"31.03.",2000-03-31,40,"e"
"Statistik der Sterbefälle","Hamburg",2000,"01.04.",2000-04-01,57,"e"
"Statistik der Sterbefälle","Hamburg",2000,"02.04.",2000-04-02,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"03.04.",2000-04-03,57,"e"
"Statistik der Sterbefälle","Hamburg",2000,"04.04.",2000-04-04,59,"e"
"Statistik der Sterbefälle","Hamburg",2000,"05.04.",2000-04-05,59,"e"
"Statistik der Sterbefälle","Hamburg",2000,"06.04.",2000-04-06,42,"e"
"Statistik der Sterbefälle","Hamburg",2000,"07.04.",2000-04-07,68,"e"
"Statistik der Sterbefälle","Hamburg",2000,"08.04.",2000-04-08,44,"e"
"Statistik der Sterbefälle","Hamburg",2000,"09.04.",2000-04-09,39,"e"
"Statistik der Sterbefälle","Hamburg",2000,"10.04.",2000-04-10,41,"e"
"Statistik der Sterbefälle","Hamburg",2000,"11.04.",2000-04-11,57,"e"
"Statistik der Sterbefälle","Hamburg",2000,"12.04.",2000-04-12,38,"e"
"Statistik der Sterbefälle","Hamburg",2000,"13.04.",2000-04-13,41,"e"
"Statistik der Sterbefälle","Hamburg",2000,"14.04.",2000-04-14,52,"e"
"Statistik der Sterbefälle","Hamburg",2000,"15.04.",2000-04-15,51,"e"
"Statistik der Sterbefälle","Hamburg",2000,"16.04.",2000-04-16,36,"e"
"Statistik der Sterbefälle","Hamburg",2000,"17.04.",2000-04-17,50,"e"
"Statistik der Sterbefälle","Hamburg",2000,"18.04.",2000-04-18,45,"e"
"Statistik der Sterbefälle","Hamburg",2000,"19.04.",2000-04-19,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"20.04.",2000-04-20,63,"e"
"Statistik der Sterbefälle","Hamburg",2000,"21.04.",2000-04-21,50,"e"
"Statistik der Sterbefälle","Hamburg",2000,"22.04.",2000-04-22,52,"e"
"Statistik der Sterbefälle","Hamburg",2000,"23.04.",2000-04-23,49,"e"
"Statistik der Sterbefälle","Hamburg",2000,"24.04.",2000-04-24,64,"e"
"Statistik der Sterbefälle","Hamburg",2000,"25.04.",2000-04-25,49,"e"
"Statistik der Sterbefälle","Hamburg",2000,"26.04.",2000-04-26,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"27.04.",2000-04-27,47,"e"
"Statistik der Sterbefälle","Hamburg",2000,"28.04.",2000-04-28,51,"e"
"Statistik der Sterbefälle","Hamburg",2000,"29.04.",2000-04-29,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"30.04.",2000-04-30,65,"e"
"Statistik der Sterbefälle","Hamburg",2000,"01.05.",2000-05-01,44,"e"
"Statistik der Sterbefälle","Hamburg",2000,"02.05.",2000-05-02,51,"e"
"Statistik der Sterbefälle","Hamburg",2000,"03.05.",2000-05-03,46,"e"
"Statistik der Sterbefälle","Hamburg",2000,"04.05.",2000-05-04,44,"e"
"Statistik der Sterbefälle","Hamburg",2000,"05.05.",2000-05-05,38,"e"
"Statistik der Sterbefälle","Hamburg",2000,"06.05.",2000-05-06,39,"e"
"Statistik der Sterbefälle","Hamburg",2000,"07.05.",2000-05-07,44,"e"
"Statistik der Sterbefälle","Hamburg",2000,"08.05.",2000-05-08,49,"e"
"Statistik der Sterbefälle","Hamburg",2000,"09.05.",2000-05-09,54,"e"
"Statistik der Sterbefälle","Hamburg",2000,"10.05.",2000-05-10,41,"e"
"Statistik der Sterbefälle","Hamburg",2000,"11.05.",2000-05-11,61,"e"
"Statistik der Sterbefälle","Hamburg",2000,"12.05.",2000-05-12,45,"e"
"Statistik der Sterbefälle","Hamburg",2000,"13.05.",2000-05-13,52,"e"
"Statistik der Sterbefälle","Hamburg",2000,"14.05.",2000-05-14,39,"e"
"Statistik der Sterbefälle","Hamburg",2000,"15.05.",2000-05-15,57,"e"
"Statistik der Sterbefälle","Hamburg",2000,"16.05.",2000-05-16,45,"e"
"Statistik der Sterbefälle","Hamburg",2000,"17.05.",2000-05-17,48,"e"
"Statistik der Sterbefälle","Hamburg",2000,"18.05.",2000-05-18,39,"e"
"Statistik der Sterbefälle","Hamburg",2000,"19.05.",2000-05-19,48,"e"
"Statistik der Sterbefälle","Hamburg",2000,"20.05.",2000-05-20,40,"e"
"Statistik der Sterbefälle","Hamburg",2000,"21.05.",2000-05-21,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"22.05.",2000-05-22,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"23.05.",2000-05-23,33,"e"
"Statistik der Sterbefälle","Hamburg",2000,"24.05.",2000-05-24,48,"e"
"Statistik der Sterbefälle","Hamburg",2000,"25.05.",2000-05-25,45,"e"
"Statistik der Sterbefälle","Hamburg",2000,"26.05.",2000-05-26,35,"e"
"Statistik der Sterbefälle","Hamburg",2000,"27.05.",2000-05-27,38,"e"
"Statistik der Sterbefälle","Hamburg",2000,"28.05.",2000-05-28,49,"e"
"Statistik der Sterbefälle","Hamburg",2000,"29.05.",2000-05-29,48,"e"
"Statistik der Sterbefälle","Hamburg",2000,"30.05.",2000-05-30,56,"e"
"Statistik der Sterbefälle","Hamburg",2000,"31.05.",2000-05-31,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"01.06.",2000-06-01,50,"e"
"Statistik der Sterbefälle","Hamburg",2000,"02.06.",2000-06-02,55,"e"
"Statistik der Sterbefälle","Hamburg",2000,"03.06.",2000-06-03,49,"e"
"Statistik der Sterbefälle","Hamburg",2000,"04.06.",2000-06-04,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"05.06.",2000-06-05,46,"e"
"Statistik der Sterbefälle","Hamburg",2000,"06.06.",2000-06-06,50,"e"
"Statistik der Sterbefälle","Hamburg",2000,"07.06.",2000-06-07,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"08.06.",2000-06-08,60,"e"
"Statistik der Sterbefälle","Hamburg",2000,"09.06.",2000-06-09,40,"e"
"Statistik der Sterbefälle","Hamburg",2000,"10.06.",2000-06-10,48,"e"
"Statistik der Sterbefälle","Hamburg",2000,"11.06.",2000-06-11,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"12.06.",2000-06-12,38,"e"
"Statistik der Sterbefälle","Hamburg",2000,"13.06.",2000-06-13,54,"e"
"Statistik der Sterbefälle","Hamburg",2000,"14.06.",2000-06-14,62,"e"
"Statistik der Sterbefälle","Hamburg",2000,"15.06.",2000-06-15,41,"e"
"Statistik der Sterbefälle","Hamburg",2000,"16.06.",2000-06-16,52,"e"
"Statistik der Sterbefälle","Hamburg",2000,"17.06.",2000-06-17,52,"e"
"Statistik der Sterbefälle","Hamburg",2000,"18.06.",2000-06-18,52,"e"
"Statistik der Sterbefälle","Hamburg",2000,"19.06.",2000-06-19,56,"e"
"Statistik der Sterbefälle","Hamburg",2000,"20.06.",2000-06-20,63,"e"
"Statistik der Sterbefälle","Hamburg",2000,"21.06.",2000-06-21,61,"e"
"Statistik der Sterbefälle","Hamburg",2000,"22.06.",2000-06-22,46,"e"
"Statistik der Sterbefälle","Hamburg",2000,"23.06.",2000-06-23,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"24.06.",2000-06-24,41,"e"
"Statistik der Sterbefälle","Hamburg",2000,"25.06.",2000-06-25,47,"e"
"Statistik der Sterbefälle","Hamburg",2000,"26.06.",2000-06-26,60,"e"
"Statistik der Sterbefälle","Hamburg",2000,"27.06.",2000-06-27,47,"e"
"Statistik der Sterbefälle","Hamburg",2000,"28.06.",2000-06-28,56,"e"
"Statistik der Sterbefälle","Hamburg",2000,"29.06.",2000-06-29,40,"e"
"Statistik der Sterbefälle","Hamburg",2000,"30.06.",2000-06-30,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"01.07.",2000-07-01,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"02.07.",2000-07-02,38,"e"
"Statistik der Sterbefälle","Hamburg",2000,"03.07.",2000-07-03,44,"e"
"Statistik der Sterbefälle","Hamburg",2000,"04.07.",2000-07-04,53,"e"
"Statistik der Sterbefälle","Hamburg",2000,"05.07.",2000-07-05,48,"e"
"Statistik der Sterbefälle","Hamburg",2000,"06.07.",2000-07-06,41,"e"
"Statistik der Sterbefälle","Hamburg",2000,"07.07.",2000-07-07,45,"e"
"Statistik der Sterbefälle","Hamburg",2000,"08.07.",2000-07-08,48,"e"
"Statistik der Sterbefälle","Hamburg",2000,"09.07.",2000-07-09,44,"e"
"Statistik der Sterbefälle","Hamburg",2000,"10.07.",2000-07-10,57,"e"
"Statistik der Sterbefälle","Hamburg",2000,"11.07.",2000-07-11,50,"e"
"Statistik der Sterbefälle","Hamburg",2000,"12.07.",2000-07-12,65,"e"
"Statistik der Sterbefälle","Hamburg",2000,"13.07.",2000-07-13,57,"e"
"Statistik der Sterbefälle","Hamburg",2000,"14.07.",2000-07-14,31,"e"
"Statistik der Sterbefälle","Hamburg",2000,"15.07.",2000-07-15,40,"e"
"Statistik der Sterbefälle","Hamburg",2000,"16.07.",2000-07-16,45,"e"
"Statistik der Sterbefälle","Hamburg",2000,"17.07.",2000-07-17,47,"e"
"Statistik der Sterbefälle","Hamburg",2000,"18.07.",2000-07-18,31,"e"
"Statistik der Sterbefälle","Hamburg",2000,"19.07.",2000-07-19,43,"e"
"Statistik der Sterbefälle","Hamburg",2000,"20.07.",2000-07-20,48,"e"
